,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
1681,2987177,AN,26,560066,233,233,131,A,ADLD,560067,2017-08-14,2017-08-12,2018-03-16,5001,2018-03-19,10.051535422802864
1682,2938325,AN,21,110015,233,233,131,B,ADLD,180010,2017-08-17,2017-08-14,2018-03-04,4580,2018-03-20,12.478514142911084
1683,3007778,AI,23,400001,233,233,131,A,ADLD,400603,2018-03-05,2018-03-05,2018-03-22,4398,2018-03-26,11.998893511775552
1684,3010179,AN,26,560066,233,233,131,A,ADLD,641034,2017-10-23,2017-10-18,2018-03-23,5001,2018-03-27,10.161160081549173
1685,3003082,AN,26,560066,233,233,131,C,ADLD,571401,2017-07-15,2017-08-01,2018-03-21,5001,2018-04-12,12.165009493447464
1686,2819175,AN,21,110015,233,233,131,A,ADLD,122001,2017-08-27,2017-03-08,2018-01-30,4580,2018-02-06,11.350909051614135
1687,2819175,AN,21,110015,233,233,131,A,ADLD,122001,2017-08-27,2017-03-23,2018-01-30,4580,2018-02-06,11.350909051614135
1688,2839454,AJ,7,500004,233,233,228,A,ADLD,500072,2017-09-08,2017-01-20,2018-02-05,4474,2018-02-11,12.085369105955849
1689,2963643,C,2,110018,233,233,228,A,ADLD,122001,2018-02-20,2016-09-18,2018-03-10,4091,2018-03-19,13.869735322145146
1690,2930716,AR,1,400059,233,233,131,A,ADLD,122001,2017-10-18,2017-10-05,2018-03-02,4011,2018-03-06,14.327079284654559
1691,3043198,AD,2,110018,233,233,228,A,ADLD,122001,2017-05-04,2016-11-23,2018-03-31,4011,2018-04-07,12.966260870702804
1692,2827647,AN,22,400104,233,233,131,A,ADLD,421503,2016-08-16,2016-08-03,2018-02-01,4581,2018-02-06,11.72912224981997
1693,2856228,AN,22,400104,233,233,131,A,ADLD,400604,2017-05-21,2017-05-18,2018-02-09,4581,2018-02-12,11.700826206454906
1694,2837253,AJ,2,110018,233,233,131,A,ADLD,110031,2017-12-23,2017-12-23,2018-02-03,4388,2018-02-10,12.245077047439963
1695,2848376,C,5,380009,233,233,131,A,ADLD,380015,2017-11-21,2017-11-21,2018-02-07,4546,2018-02-09,12.438618060748627
1696,2902574,AN,22,400104,233,233,131,B,ADLD,382421,2016-12-20,2016-12-17,2018-02-23,4581,2018-02-27,12.725271714227716
1697,2986828,AJ,23,400001,233,233,131,A,ADLD,400077,2017-05-03,2017-05-03,2018-03-16,4398,2018-03-17,12.111014914218153
1698,2931211,AN,17,800001,201,233,131,0,ADLD,815312,2017-03-11,2017-03-08,2018-03-03,4538,2018-03-07,11.510134176302731
1699,3026787,AN,26,560066,233,233,131,A,ADLD,560030,2018-01-12,2018-01-11,2018-03-27,5001,2018-03-31,10.051485326932031
1700,2971272,AI,8,700064,233,233,131,C,ADLD,712306,2017-10-03,2017-09-29,2018-03-12,4499,2018-03-26,14.43882146212336
1701,3023126,AN,7,500004,233,233,131,A,ADLD,500058,2017-04-10,2017-04-09,2018-03-26,4403,2018-04-04,12.932963654396193
1702,3011764,C,2,110018,233,233,228,A,ADLD,110029,2018-02-15,2018-02-15,2018-03-23,4550,2018-04-06,11.916001511951361
1703,3066588,AN,26,560066,308,233,131,A,ADLD,560103,2017-12-07,2017-12-06,2018-04-08,5001,2018-04-11,10.051584164731239
1704,3063468,AN,21,110015,233,233,131,C,ADLD,121106,2017-11-24,2017-11-23,2018-04-07,4580,2018-04-12,13.4478257599777
1705,3062147,AN,21,110015,233,233,131,A,ADLD,121002,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-15,11.349556463101685
1706,2949151,AN,22,400104,233,245,131,A,ADLD,380054,2017-04-27,2017-04-26,2018-03-07,4581,2018-03-09,11.505874448957076
1707,3026006,AN,21,110015,233,245,131,A,ADLD,110018,2017-04-24,2017-04-22,2018-03-27,4580,2018-03-31,11.16755651912748
1708,2824689,AI,10,226010,233,233,131,B,ADLD,282007,2017-11-22,2017-11-22,2018-01-31,4444,2018-02-09,12.993174191053505
1709,3062849,AJ,25,560037,233,233,131,A,ADLD,600036,2017-06-29,2017-06-29,2018-04-07,4460,2018-04-11,12.073886178859404
1710,2962522,AE,8,700064,233,233,131,B,ADLD,781008,2018-02-06,2018-02-06,2018-03-10,4503,2018-03-25,13.014556724210863
1711,2837096,J,5,380009,233,245,131,B,ADLD,390018,2018-01-29,2018-01-21,2018-02-03,4017,2018-02-09,16.24410644433438
1712,2866469,AN,4,600024,233,233,131,A,ADLD,600034,2017-05-15,2017-05-13,2018-02-13,4490,2018-02-16,12.77030448275821
1713,2999306,AN,26,560066,308,233,131,A,ADLD,560068,2017-05-19,2017-05-17,2018-03-19,5001,2018-03-26,10.05153677674532
1714,3026352,AE,2,110018,0,233,131,A,ADLD,110036,2017-12-20,2017-12-20,2018-03-27,4093,2018-03-29,12.92616583014226
1715,3034495,C,3,560011,308,245,131,A,ADLD,560068,2017-08-05,2017-08-04,2018-03-29,4461,2018-04-14,12.920220216091515
1716,2979308,AJ,25,560037,308,233,228,A,ADLD,560085,2017-10-18,2017-05-01,2018-03-14,4460,2018-03-21,11.810386260472857
1717,3043062,AI,7,500004,233,233,131,B,ADLD,522002,2018-01-15,2018-01-15,2018-03-31,4474,2018-04-03,13.26070029461902
1718,3058202,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-19,2018-01-19,2018-04-05,4437,2018-04-12,13.975876967532692
1719,3005821,C,4,600024,233,233,228,A,ADLD,600118,2017-10-24,2016-05-19,2018-03-22,4483,2018-04-08,12.816225105467709
1720,2890369,AN,21,110015,201,233,131,0,ADLD,285201,2018-01-06,2018-01-04,2018-02-20,4580,2018-02-24,10.522808216824313
1721,2850452,AN,7,500004,233,233,131,A,ADLD,500032,2017-02-18,2017-02-17,2018-02-07,4403,2018-02-10,12.932928451892366
1722,2839276,C,2,110018,233,233,228,A,ADLD,121003,2017-11-07,2017-11-04,2018-02-05,4091,2018-02-08,13.868384087575151
1723,2862040,AA,2,110018,233,233,228,B,ADLD,248001,2017-08-05,2017-08-05,2018-02-12,4150,2018-02-13,13.260676269687327
1724,2865470,AA,12,302006,233,233,228,B,ADLD,334001,2018-01-17,2018-01-12,2018-02-13,4459,2018-02-17,11.842027933394359
1725,2844562,AN,22,400104,233,233,131,A,ADLD,380058,2017-12-12,2017-12-11,2018-02-06,4581,2018-02-14,11.673008104776422
1726,2902631,AN,8,700064,233,233,228,A,ADLD,700090,2017-07-26,2017-07-22,2018-02-23,4508,2018-02-26,12.528088280830517
1727,2906764,AN,11,641012,201,233,131,A,ADLD,641004,2017-03-02,2017-02-15,2018-02-25,4495,2018-02-27,12.643150952835128
1728,2907788,S,9,411016,233,233,131,B,ADLD,440004,2018-02-02,2017-04-18,2018-02-26,4027,2018-03-01,17.134239668973947
1729,2938306,AN,21,110015,233,233,131,A,ADLD,201014,2017-10-06,2017-10-01,2018-03-04,4580,2018-03-07,11.457888106803559
1730,2884211,AI,8,700064,233,233,131,B,ADLD,734434,2017-10-23,2017-10-21,2018-02-19,4499,2018-02-26,13.41971725733515
1731,2944874,AN,21,110015,233,233,228,B,ADLD,281004,2018-01-31,2018-01-31,2018-03-06,4580,2018-03-08,12.40584564383115
1732,2922588,C,2,110018,233,233,228,A,ADLD,110029,2017-08-09,2017-01-30,2018-02-28,4094,2018-03-10,13.840862364832383
1733,2994303,AN,21,110015,233,233,131,A,ADLD,110053,2017-05-19,2017-05-17,2018-03-18,4580,2018-03-20,11.334732147162928
1734,2938302,U,2,110018,233,233,228,A,ADLD,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,14.178761342493686
1735,2938302,U,2,110018,0,233,228,A,ADLD,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,14.178761342493686
1736,2971263,C,8,700064,233,0,131,A,ADLD,700016,2017-05-24,2017-05-23,2018-03-12,4500,2018-03-13,16.24190662108255
1737,2986449,AN,22,400104,201,233,131,D,ADLD,443001,2016-04-15,2016-04-11,2018-03-16,4581,2018-03-19,14.90542203500658
1738,3034812,AJ,27,110034,233,233,228,A,ADLD,110041,2018-01-30,2017-12-12,2018-03-29,4388,2018-03-30,11.458829802436199
1739,3021770,AN,21,110015,233,233,131,A,ADLD,110033,2017-07-04,2017-07-17,2018-03-26,4580,2018-03-29,11.33470506831383
1740,2990336,P,3,560011,233,233,228,A,ADLD,560103,2018-02-09,2018-01-17,2018-03-17,4390,2018-03-26,14.306027254237588
1741,3012139,C,3,560011,233,233,228,A,ADLD,560034,2018-01-18,2016-12-20,2018-03-23,4469,2018-03-23,12.844124370079907
1742,3030427,AJ,27,110034,233,233,131,A,ADLD,302013,2017-06-02,2017-05-20,2018-03-28,4388,2018-04-02,11.928157406759894
1743,3052836,L,2,110018,233,233,131,A,ADLD,121006,2017-07-04,2017-06-26,2018-04-04,5138,2018-04-11,10.560883495483434
1744,3021600,AJ,8,700064,233,233,131,B,ADLD,722101,2017-06-15,2017-05-13,2018-03-26,4499,2018-04-04,13.515852661212687
1745,2885481,AN,21,110015,233,233,228,A,ADLD,226010,2018-02-03,2017-08-09,2018-02-19,4580,2018-02-22,11.282322689035741
1746,2829865,AN,22,400104,233,233,131,A,ADLD,411061,2017-06-02,2017-06-01,2018-02-01,4581,2018-02-06,11.714984382705847
1747,2840040,AN,4,600024,233,233,131,A,ADLD,600034,2017-02-21,2017-02-20,2018-02-05,4490,2018-02-09,12.77030448275821
1748,2898386,C,12,302006,233,233,131,A,ADLD,302015,2017-12-17,2017-12-17,2018-02-22,4453,2018-02-26,12.564062232891658
1749,2999996,AN,21,110015,233,233,131,C,ADLD,301001,2017-07-10,2017-07-06,2018-03-20,4580,2018-03-29,13.691393237902872
1750,3000052,AN,21,110015,233,233,131,B,ADLD,324010,2017-09-09,2017-09-05,2018-03-20,4580,2018-03-23,12.673481856417435
1751,2857231,AJ,3,560011,233,245,131,A,ADLD,560032,2017-05-02,2017-05-02,2018-02-09,4460,2018-02-12,12.360224779374612
1752,2900532,AJ,9,411016,233,233,228,B,ADLD,440026,2017-08-17,2017-08-17,2018-02-23,4021,2018-03-08,14.919183637692733
1753,2885279,AN,22,400104,233,233,131,B,ADLD,440002,2017-09-29,2018-03-06,2018-02-19,4581,2018-02-21,12.803233074723611
1754,2986336,C,2,110018,308,233,228,A,ADLD,122018,2018-02-25,2017-05-17,2018-03-16,4550,2018-03-22,11.932233928043221
1755,2941793,AN,8,700064,233,233,131,A,ADLD,700007,2017-05-09,2017-03-16,2018-03-05,4508,2018-04-01,12.737384466977389
1756,3006574,AN,21,110015,233,233,131,C,ADLD,141001,2017-09-13,2017-07-01,2018-03-22,4580,2018-04-05,13.474762445118039
1757,2838277,AN,21,110015,201,233,131,D,ADLD,126113,2018-01-18,2017-11-16,2018-02-04,4673,2018-02-10,14.111098887757976
1758,3019777,C,2,110018,233,233,228,A,ADLD,122001,2018-03-08,2017-05-16,2018-03-26,4091,2018-03-28,13.869735322145146
1759,2826750,AE,2,110018,233,233,131,A,ADLD,110053,2017-02-14,2017-02-13,2018-01-31,4093,2018-02-03,12.926188847163996
1760,2827847,AJ,8,700064,233,233,131,A,ADLD,700059,2017-05-09,2017-05-09,2018-02-01,4499,2018-02-09,12.436944818191314
1761,2861823,AN,22,400104,201,233,131,D,ADLD,424310,2018-01-25,2017-10-11,2018-02-12,4581,2018-02-20,14.880115496581947
1762,2883470,AN,21,110015,201,233,131,0,ADLD,283203,2018-02-01,2018-01-23,2018-02-18,4580,2018-02-21,10.520103039799412
1763,2941796,AJ,8,700064,201,233,228,0,ADLD,754210,2017-12-15,2017-12-10,2018-03-05,4499,2018-03-07,11.251789349265902
1764,2966292,AN,21,110015,233,233,131,A,ADLD,201301,2017-07-06,2017-07-04,2018-03-10,4580,2018-03-13,11.458276688288116
1765,2891641,Z,5,380009,233,233,228,B,ADLD,390011,2017-08-13,2017-07-11,2018-02-20,4392,2018-02-24,15.972874777172883
1766,2984739,AN,8,700064,233,233,131,A,ADLD,700157,2017-04-17,2017-04-15,2018-03-15,4508,2018-03-17,12.737587558345624
1767,2969899,AN,21,110015,233,233,131,A,ADLD,110041,2018-02-21,2018-02-19,2018-03-11,4580,2018-03-20,11.334715899853467
1768,2896172,H,1,400059,233,233,228,C,ADLD,490006,2018-02-04,2017-04-15,2018-02-22,4011,2018-03-06,17.278224682131434
1769,2993211,AJ,23,400001,233,233,228,A,ADLD,380006,2017-12-15,2017-12-12,2018-03-17,4398,2018-03-21,11.874431371835122
1770,2984770,AN,22,400104,233,233,131,B,ADLD,403708,2017-04-04,2017-03-30,2018-03-15,4581,2018-03-22,12.754093087265282
1771,3013577,AN,21,110015,233,233,131,A,ADLD,201306,2017-12-18,2017-12-03,2018-03-24,4580,2018-03-27,11.458283458000391
1772,3023131,AN,22,400104,233,233,131,A,ADLD,382445,2017-06-23,2017-06-21,2018-03-26,4581,2018-03-28,11.67623996541628
1773,3011273,AN,21,110015,233,233,131,A,ADLD,201301,2017-05-04,2017-04-29,2018-03-23,4580,2018-03-27,11.458276688288116
1774,2945209,AB,1,400059,233,233,131,A,ADLD,800006,2017-08-20,2017-08-18,2018-03-06,4390,2018-03-08,12.291226600052678
1775,3038848,AI,23,400001,233,233,131,A,ADLD,421505,2017-10-16,2017-10-16,2018-03-30,4398,2018-04-03,12.027193616967981
1776,3056440,AN,22,400104,233,233,131,A,ADLD,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,11.700128926090628
1777,3056440,AN,22,400104,0,233,131,A,ADLD,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,11.700128926090628
1778,3045671,AN,22,400104,233,233,131,B,ADLD,424001,2017-06-07,2017-06-03,2018-04-02,4581,2018-04-06,12.781568641502673
1779,3052204,AJ,25,560037,233,233,131,A,ADLD,560103,2017-12-23,2017-08-25,2018-04-03,4460,2018-04-09,12.019819194807674
1780,3055386,Y,6,160059,233,233,131,C,ADLD,143401,2017-10-10,2017-09-24,2018-04-04,4441,2018-04-08,16.55470605219041
1781,3057161,AJ,27,110034,233,233,228,A,ADLD,201304,2018-01-23,2017-02-19,2018-04-05,4388,2018-04-14,11.582394652698216
1782,3067109,AA,24,110092,233,233,131,A,ADLD,110053,2018-03-24,2017-03-31,2018-04-09,4150,2018-04-12,11.726616981327581
1783,3049925,C,17,800001,233,0,131,A,ADLD,800004,2017-11-06,2017-11-03,2018-04-03,4409,2018-04-07,16.553745753042875
1784,3062857,AN,21,110015,201,233,131,D,ADLD,182121,2017-08-09,2017-08-05,2018-04-07,4580,2018-04-14,14.579500802294096
1785,3056427,C,2,110018,233,233,228,A,ADLD,110059,2018-01-04,2017-12-30,2018-04-05,4094,2018-04-11,13.84090298310603
1786,3064345,AE,1,400059,233,233,131,A,ADLD,382440,2018-02-05,2018-02-05,2018-04-07,4015,2018-04-10,13.647311773779162
1787,2875835,C,2,110018,233,245,131,A,ADLD,110092,2016-10-12,2016-10-07,2018-02-16,4550,2018-02-21,11.958367133647126
1788,3012185,AN,26,560066,233,245,131,C,ADLD,576225,2017-12-01,2017-11-29,2018-03-23,5001,2018-03-30,12.004412671800402
1789,2839905,AN,11,641012,201,201,131,0,ADLD,673570,2017-05-03,2017-04-26,2018-02-05,4495,2018-02-08,12.083854506189947
1790,2872316,AJ,10,226010,233,233,131,B,ADLD,282007,2018-01-30,2017-05-10,2018-02-15,4444,2018-02-20,13.10600776722739
1791,2866171,AI,10,226010,233,233,131,A,ADLD,226018,2017-10-03,2017-10-02,2018-02-13,4444,2018-02-21,11.868304063515467
1792,3001167,AA,7,500004,233,233,228,A,ADLD,500081,2018-02-23,2018-02-22,2018-03-20,4479,2018-03-24,11.048773175468611
1793,3053622,AE,2,110018,233,233,131,A,ADLD,110043,2018-02-28,2017-01-04,2018-04-04,4093,2018-04-06,12.926175307739445
1794,2973038,AN,21,110015,233,233,131,A,ADLD,121005,2017-04-05,2017-04-03,2018-03-12,4580,2018-03-14,11.34956052492905
1795,2892708,AN,22,400104,233,233,131,B,ADLD,395007,2017-07-24,2017-07-22,2018-02-21,4581,2018-02-28,12.742312433965154
1796,3009328,AJ,8,700064,233,233,228,A,ADLD,700003,2018-02-03,2017-01-17,2018-03-22,4499,2018-03-26,12.22746043404321
1797,3066639,AN,26,560066,233,233,131,A,ADLD,600116,2017-10-25,2017-10-24,2018-04-09,5001,2018-04-10,10.10575946417936
1798,2973398,AN,22,400104,233,233,131,B,ADLD,440013,2018-02-02,2017-12-16,2018-03-13,4581,2018-03-16,12.803247968090616
1799,3035413,AN,22,400104,308,233,131,A,ADLD,421301,2017-10-10,2017-10-09,2018-03-29,4581,2018-04-03,11.728848753444076
1800,3046258,AN,26,560066,233,233,131,B,ADLD,583101,2017-04-27,2017-03-30,2018-04-02,5001,2018-04-07,11.131786376739502
1801,3046258,AN,26,560066,233,233,131,B,ADLD,583101,2017-04-27,2017-04-14,2018-04-02,5001,2018-04-07,11.131786376739502
1802,3057544,AI,6,160059,233,233,131,C,ADLD,143001,2018-01-02,2018-01-02,2018-04-05,4437,2018-04-12,13.975876967532692
1803,2923665,AN,21,110015,233,233,131,A,ADLD,160055,2017-04-18,2017-04-15,2018-02-28,4580,2018-03-11,11.402431977793096
1804,2941806,C,8,700064,233,233,228,C,ADLD,723101,2018-02-28,2018-02-28,2018-03-05,4500,2018-03-13,14.916808978515842
1805,2835351,AN,21,110015,233,233,228,A,ADLD,122001,2018-01-18,2017-03-29,2018-02-03,4580,2018-02-05,11.141500488243505
1806,2854549,AN,2,110018,233,233,131,A,ADLD,110085,2017-04-11,2018-03-07,2018-02-09,4580,2018-02-13,11.77318316132532
1807,2906383,AJ,2,110018,233,233,228,A,ADLD,122001,2017-08-07,2017-05-02,2018-02-25,4388,2018-02-26,12.051875175254548
1808,3042588,AN,21,110015,233,233,131,A,ADLD,110085,2016-08-10,2016-07-27,2018-03-31,4580,2018-04-11,11.334775473321486
1809,2892293,AN,22,400104,233,245,131,B,ADLD,390007,2016-05-18,2016-05-01,2018-02-21,4581,2018-02-28,12.568414481641103
1810,2839794,AN,22,400104,233,233,131,A,ADLD,401105,2017-12-11,2017-12-09,2018-02-05,4019,2018-02-08,14.073811109079053
1811,2831240,AN,22,400104,233,233,131,A,ADLD,380054,2017-06-23,2017-06-21,2018-02-02,4581,2018-02-09,11.673002689006601
1812,2823208,H,6,160059,233,233,131,B,ADLD,134116,2017-01-05,2017-01-05,2018-01-31,4441,2018-02-02,14.026233962805804
1813,2879069,AN,2,110018,233,233,131,A,ADLD,110041,2017-03-11,2017-03-08,2018-02-16,4147,2018-02-21,13.600897160878098
1814,2872970,C,2,110018,233,233,131,A,ADLD,110058,2017-02-27,2017-02-26,2018-02-15,4094,2018-02-17,14.050310192534205
1815,2884715,AN,21,110015,233,233,131,A,ADLD,201301,2017-04-11,2017-04-07,2018-02-19,4580,2018-02-21,11.458276688288116
1816,2907428,AN,22,400104,233,233,131,B,ADLD,390019,2017-08-09,2017-08-02,2018-02-26,4581,2018-02-27,12.735558969000085
1817,2940561,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-11,2017-08-10,2018-03-05,4398,2018-03-09,12.125854123523915
1818,2930221,AN,21,110015,233,233,131,A,ADLD,110070,2017-04-14,2017-04-12,2018-03-01,4580,2018-03-08,11.33475516418466
1819,2844565,C,1,400059,233,233,131,A,ADLD,400055,2017-11-30,2017-11-30,2018-02-06,4010,2018-02-24,14.820603162265531
1820,2946974,AN,21,110015,233,233,131,A,ADLD,110005,2017-05-22,2017-05-20,2018-03-06,4580,2018-03-10,11.334667157925093
1821,2934478,AN,7,500004,233,233,131,A,ADLD,500036,2018-01-05,2018-01-03,2018-03-03,4403,2018-03-08,12.932933867662186
1822,2940404,Y,9,411016,233,233,131,A,ADLD,411039,2018-02-10,2017-09-22,2018-03-05,4581,2018-03-08,14.158755698225583
1823,2940214,C,3,560011,233,233,131,A,ADLD,560001,2016-10-19,2016-10-18,2018-03-05,4461,2018-03-12,13.087257741996563
1824,2974154,AJ,2,110018,233,233,131,A,ADLD,110092,2018-01-10,2017-10-17,2018-03-13,4388,2018-03-15,12.24515963792971
1825,2982967,AN,22,400104,233,233,131,A,ADLD,400055,2017-11-10,2017-11-09,2018-03-15,4581,2018-03-19,11.70008289204716
1826,2979907,AE,7,500004,233,233,131,A,ADLD,500070,2017-12-04,2017-12-04,2018-03-14,4476,2018-03-17,11.7221647084104
1827,2972132,AN,22,400104,233,233,131,B,ADLD,382421,2017-10-06,2017-09-30,2018-03-12,4581,2018-03-19,12.725271714227716
1828,2987423,AN,22,400104,233,233,131,B,ADLD,364001,2018-02-21,2018-02-11,2018-03-16,4581,2018-03-21,12.700332094208363
1829,2991760,C,2,110018,233,233,228,A,ADLD,121003,2017-11-24,2017-11-24,2018-03-17,4091,2018-03-22,13.868384087575151
1830,2940313,AN,17,800001,233,233,131,C,ADLD,826004,2017-12-19,2017-12-18,2018-03-05,4538,2018-03-20,14.671803259321639
1831,2962239,AJ,2,110018,233,233,228,A,ADLD,201304,2017-08-02,2017-05-02,2018-03-10,4388,2018-03-25,12.159246873755894
1832,2959975,AN,21,110015,233,233,228,A,ADLD,201306,2018-01-24,2017-08-17,2018-03-09,4154,2018-03-25,13.047100165084402
1833,2912550,C,3,560011,233,233,228,A,ADLD,560030,2017-06-11,2018-04-20,2018-02-27,4469,2018-04-08,12.84411895431009
1834,2977462,AJ,5,380009,233,245,131,0,ADLD,0,2017-05-09,2017-05-06,2018-03-13,4546,2018-03-24,10.143739254398536
1835,2977462,C,5,380009,233,245,131,0,ADLD,0,2017-05-09,2017-05-08,2018-03-13,4546,2018-03-24,10.707907135267945
1836,3060522,C,2,110018,233,245,228,A,ADLD,110028,2017-07-09,2016-06-01,2018-04-06,4094,2018-04-21,13.673732770840406
1837,2855890,C,2,110018,233,233,228,A,ADLD,110017,2017-08-24,2016-04-29,2018-02-09,4550,2018-02-24,11.915985264641904
1838,3015320,C,8,700064,233,233,228,A,ADLD,700047,2018-02-27,2018-02-21,2018-03-24,4511,2018-03-28,12.741033655410078
1839,2944938,AN,17,800001,233,233,131,C,ADLD,815301,2016-12-03,2016-11-09,2018-03-06,4538,2018-03-12,14.657312013226786
1840,3039904,AJ,25,560037,233,245,131,A,ADLD,560067,2018-02-28,2017-08-29,2018-03-30,4460,2018-04-04,11.852642212829775
1841,2888590,C,7,500004,233,233,131,A,ADLD,500009,2017-11-19,2017-11-19,2018-02-20,4477,2018-02-22,12.846196693578587
1842,2821550,AJ,2,110018,233,233,131,A,ADLD,121001,2017-10-18,2017-10-18,2018-01-30,4388,2018-02-13,12.259929796170272
1843,2889864,AI,10,226010,233,233,131,B,ADLD,282001,2017-10-06,2017-10-05,2018-02-20,4444,2018-02-23,12.993166067398779
1844,3062841,AN,22,400104,233,233,228,C,ADLD,492001,2017-11-28,2017-11-22,2018-04-07,4581,2018-04-12,13.713292408495953
1845,2879880,AN,22,400104,233,233,131,A,ADLD,411062,2017-09-20,2017-09-15,2018-02-17,4581,2018-02-21,11.714985736648302
1846,2839024,AN,21,110015,233,233,131,B,ADLD,132103,2017-09-28,2017-09-24,2018-02-04,4580,2018-02-08,12.413650821723941
1847,2994083,AJ,25,560037,233,233,228,A,ADLD,560058,2017-12-29,2017-02-16,2018-03-18,4460,2018-03-20,11.810349704026574
1848,2880919,AN,22,400104,201,233,131,0,ADLD,456006,2017-07-20,2016-10-24,2018-02-17,4581,2018-02-22,10.726773082911208
1849,2880919,Y,22,400104,201,233,131,0,ADLD,456006,2017-07-20,2017-05-02,2018-02-17,4581,2018-02-22,12.87061103021496
1850,3039337,C,2,110018,233,233,131,A,ADLD,122001,2018-03-26,2018-03-17,2018-03-30,4550,2018-04-02,12.141619474392119
1851,2845470,AN,21,110015,233,233,228,B,ADLD,250004,2017-06-01,2017-05-26,2018-02-06,4580,2018-02-16,12.36387342772909
1852,2835130,AN,22,400104,233,233,131,B,ADLD,444601,2017-02-09,2017-01-30,2018-02-03,4581,2018-02-08,12.809459856073723
1853,2839631,AN,21,110015,233,233,131,A,ADLD,302012,2016-05-06,2016-05-01,2018-02-05,4580,2018-02-17,11.594633586864077
1854,2876678,Y,7,500004,233,233,131,B,ADLD,520013,2017-05-24,2017-02-09,2018-02-16,4403,2018-02-24,16.152883766817933
1855,2957584,AN,21,110015,233,233,131,A,ADLD,110006,2017-09-14,2017-09-13,2018-03-08,4580,2018-03-10,11.334668511867548
1856,2991195,AN,26,560066,308,233,131,A,ADLD,560102,2017-06-03,2017-06-03,2018-03-17,5001,2018-03-21,10.051582810788783
1857,2957489,C,2,110018,233,233,228,A,ADLD,110005,2018-02-07,2018-01-11,2018-03-08,4091,2018-03-18,13.853493428456105
1858,2972222,AN,22,400104,233,233,131,B,ADLD,452016,2018-01-29,2018-01-29,2018-03-12,4581,2018-03-24,12.819499339376843
1859,3031411,AN,22,400104,233,233,131,A,ADLD,400103,2017-03-31,2017-03-30,2018-03-28,4581,2018-04-03,11.700147881284998
1860,3062141,AN,22,400104,233,233,131,A,ADLD,401303,2017-08-05,2017-08-03,2018-04-06,4581,2018-04-12,11.701772612230883
1861,3028625,AD,3,560011,308,233,228,A,ADLD,560103,2017-11-12,2017-01-18,2018-03-28,5146,2018-04-04,8.74530547744122
1862,3022586,AN,21,110015,201,233,131,0,ADLD,333503,2018-01-01,2017-12-30,2018-03-26,4580,2018-04-08,10.588206345281144
1863,3055738,G,1,400059,233,233,131,A,ADLD,700012,2017-10-18,2017-10-18,2018-04-05,4011,2018-04-07,15.5610072216523
1864,3072007,AN,26,560066,233,233,131,B,ADLD,603203,2017-12-21,2017-12-09,2018-04-10,5001,2018-04-12,11.159003327968009
1865,3038137,AE,2,110018,233,233,131,A,ADLD,122505,2016-11-22,2016-11-22,2018-03-30,4093,2018-04-15,12.943048138612475
1866,2925448,C,3,560011,233,245,131,A,ADLD,560061,2017-12-30,2017-12-30,2018-02-28,4461,2018-03-02,12.920210738494333
1867,2866343,AJ,4,600024,201,233,131,D,ADLD,605202,2017-03-26,2017-03-26,2018-02-13,4482,2018-02-19,15.619763147781608
1868,3010981,AN,8,700064,233,233,131,A,ADLD,700040,2017-09-14,2017-09-13,2018-03-23,4508,2018-03-27,12.737429147078402
1869,3047896,AG,1,400059,233,233,131,A,ADLD,560068,2017-12-11,2017-12-06,2018-04-02,4008,2018-04-09,14.143025319072986
1870,2885694,AN,21,110015,233,233,131,A,ADLD,302015,2017-08-21,2017-08-19,2018-02-19,4580,2018-02-26,11.594637648691442
1871,2878000,AN,22,400104,233,233,131,A,ADLD,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,11.714978966936027
1872,2878000,AN,22,400104,233,0,131,A,ADLD,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,14.960052294564292
1873,3061185,C,9,411016,233,233,228,B,ADLD,412207,2018-03-18,2016-08-13,2018-04-06,4548,2018-04-12,13.221121128785672
1874,2858096,AJ,3,560011,233,233,131,A,ADLD,560029,2017-12-16,2017-05-06,2018-02-10,4460,2018-02-16,12.527348957596772
1875,3037844,C,6,160059,233,233,131,C,ADLD,143001,2018-01-05,2017-12-29,2018-03-30,4549,2018-04-03,14.180105583517484
1876,2975588,AN,21,110015,233,233,131,A,ADLD,302020,2018-02-24,2018-01-29,2018-03-13,4580,2018-03-24,11.594644418403714
1877,2835796,AJ,2,110018,233,233,228,A,ADLD,201010,2017-05-19,2017-05-18,2018-02-03,4388,2018-02-06,12.158848814674151
1878,2842880,C,2,110018,233,233,228,A,ADLD,201304,2018-01-06,2016-11-08,2018-02-06,4094,2018-02-08,13.964443462403857
